Field	Time	EricAutoLabel:C7:X	EricAutoLabel:C7:Y	EricAutoLabel:C7:Z	EricAutoLabel:CLAV:X	EricAutoLabel:CLAV:Y	EricAutoLabel:CLAV:Z	EricAutoLabel:LANK:X	EricAutoLabel:LANK:Y	EricAutoLabel:LANK:Z	EricAutoLabel:LBHD:X	EricAutoLabel:LBHD:Y	EricAutoLabel:LBHD:Z	EricAutoLabel:LBWT:X	EricAutoLabel:LBWT:Y	EricAutoLabel:LBWT:Z	EricAutoLabel:LELB:X	EricAutoLabel:LELB:Y	EricAutoLabel:LELB:Z	EricAutoLabel:LFHD:X	EricAutoLabel:LFHD:Y	EricAutoLabel:LFHD:Z	EricAutoLabel:LFIN:X	EricAutoLabel:LFIN:Y	EricAutoLabel:LFIN:Z	EricAutoLabel:LFRM:X	EricAutoLabel:LFRM:Y	EricAutoLabel:LFRM:Z	EricAutoLabel:LFWT:X	EricAutoLabel:LFWT:Y	EricAutoLabel:LFWT:Z	EricAutoLabel:LHEE:X	EricAutoLabel:LHEE:Y	EricAutoLabel:LHEE:Z	EricAutoLabel:LKNE:X	EricAutoLabel:LKNE:Y	EricAutoLabel:LKNE:Z	EricAutoLabel:LMT5:X	EricAutoLabel:LMT5:Y	EricAutoLabel:LMT5:Z	EricAutoLabel:LSHN:X	EricAutoLabel:LSHN:Y	EricAutoLabel:LSHN:Z	EricAutoLabel:LSHO:X	EricAutoLabel:LSHO:Y	EricAutoLabel:LSHO:Z	EricAutoLabel:LTHI:X	EricAutoLabel:LTHI:Y	EricAutoLabel:LTHI:Z	EricAutoLabel:LTOE:X	EricAutoLabel:LTOE:Y	EricAutoLabel:LTOE:Z	EricAutoLabel:LUPA:X	EricAutoLabel:LUPA:Y	EricAutoLabel:LUPA:Z	EricAutoLabel:LWRA:X	EricAutoLabel:LWRA:Y	EricAutoLabel:LWRA:Z	EricAutoLabel:LWRB:X	EricAutoLabel:LWRB:Y	EricAutoLabel:LWRB:Z	EricAutoLabel:RANK:X	EricAutoLabel:RANK:Y	EricAutoLabel:RANK:Z	EricAutoLabel:RBAC:X	EricAutoLabel:RBAC:Y	EricAutoLabel:RBAC:Z	EricAutoLabel:RBHD:X	EricAutoLabel:RBHD:Y	EricAutoLabel:RBHD:Z	EricAutoLabel:RBWT:X	EricAutoLabel:RBWT:Y	EricAutoLabel:RBWT:Z	EricAutoLabel:RELB:X	EricAutoLabel:RELB:Y	EricAutoLabel:RELB:Z	EricAutoLabel:RFHD:X	EricAutoLabel:RFHD:Y	EricAutoLabel:RFHD:Z	EricAutoLabel:RFIN:X	EricAutoLabel:RFIN:Y	EricAutoLabel:RFIN:Z	EricAutoLabel:RFRM:X	EricAutoLabel:RFRM:Y	EricAutoLabel:RFRM:Z	EricAutoLabel:RFWT:X	EricAutoLabel:RFWT:Y	EricAutoLabel:RFWT:Z	EricAutoLabel:RHEE:X	EricAutoLabel:RHEE:Y	EricAutoLabel:RHEE:Z	EricAutoLabel:RKNE:X	EricAutoLabel:RKNE:Y	EricAutoLabel:RKNE:Z	EricAutoLabel:RMT5:X	EricAutoLabel:RMT5:Y	EricAutoLabel:RMT5:Z	EricAutoLabel:RSHN:X	EricAutoLabel:RSHN:Y	EricAutoLabel:RSHN:Z	EricAutoLabel:RSHO:X	EricAutoLabel:RSHO:Y	EricAutoLabel:RSHO:Z	EricAutoLabel:RTHI:X	EricAutoLabel:RTHI:Y	EricAutoLabel:RTHI:Z	EricAutoLabel:RTOE:X	EricAutoLabel:RTOE:Y	EricAutoLabel:RTOE:Z	EricAutoLabel:RUPA:X	EricAutoLabel:RUPA:Y	EricAutoLabel:RUPA:Z	EricAutoLabel:RWRA:X	EricAutoLabel:RWRA:Y	EricAutoLabel:RWRA:Z	EricAutoLabel:RWRB:X	EricAutoLabel:RWRB:Y	EricAutoLabel:RWRB:Z	EricAutoLabel:STRN:X	EricAutoLabel:STRN:Y	EricAutoLabel:STRN:Z	EricAutoLabel:T10:X	EricAutoLabel:T10:Y	EricAutoLabel:T10:Z
213	1.7667	1229.1	886.62	1440.8	1387.9	1021.7	1395.9	1459.5	1145	124.08	1207.8	985.57	1584.1	1188.1	987.35	995.59	977.17	1145.5	1242.5	1304.2	1048.2	1665.1	1214	1214.2	1039.1	1045	1155.6	1136.1	1353.9	1106.3	921.67	1463	1077.3	36.154	1343.4	1106	460.83	1562.8	1241	76.127	1362.9	1128.4	330.39	1210.1	1062	1478	1334	1151.1	722.65	1622.9	1232.3	134.94	1082.6	1108.5	1403.5	1205.2	1180	1147.5	1103.7	1196.4	1069.8	946.79	548.33	421.45	1256	803.11	1340.7	1272.1	855.47	1575.9	1268.1	831.62	1005.9	1514.6	719.09	1162.7	1391.3	952.47	1678.4	1575.3	1045.5	1152.3	1573.8	884.92	1143.7	1465.3	859.54	917.76	847.07	592.12	438.6	1258.8	686.67	548.67	933.63	493.68	291.86	1082.1	595.01	489.69	1377.9	813.97	1458.8	1363.3	742.34	646.35	963.76	523.21	202.92	1436.3	756.09	1394.8	1571.7	947.72	1220.4	1563.4	954.76	1088.5	1451.5	1057.1	1221.4	1204.4	865.74	1253.2
214	1.7750	1248.9	902.32	1434.1	1407.3	1036.8	1390.3	1471.9	1152.6	116.01	1227	1000.3	1578.3	1208.5	1002.3	990.07	1002.5	1161.8	1225.2	1323.6	1063	1659.8	1247.6	1232.5	1032.1	1075.2	1173.4	1123.1	1374.6	1121.4	917.68	1471.1	1083.9	29.449	1365	1121.4	456.5	1574.6	1246.3	63.651	1381.7	1142.3	325.72	1229	1079.2	1469.4	1355.6	1168.2	718.58	1637.5	1237.2	120.34	1102.3	1126.6	1389.8	1233.9	1200.4	1141.8	1136.4	1214.2	1059.2	971.57	563.18	426.38	1275.1	819.48	1334	1291.8	869.73	1568.9	1289.3	846.56	999.49	1527.3	728.51	1153.3	1410.6	966.99	1672.7	1602.1	1051.6	1128.7	1592.9	891.03	1127	1486.5	875.16	912.16	871.76	607.57	443.94	1286	702.79	542.14	956.12	504.62	300.01	1108.1	611.13	490.37	1398.9	828.9	1450.7	1388.4	757.79	640.16	985.23	530.76	209.54	1454.5	768.9	1386.1	1594.5	957.23	1201.1	1584.3	958.16	1070.1	1471.4	1071.8	1215.8	1224.3	880.93	1246.7
215	1.7833	1268.7	918.19	1427.1	1426.1	1051.5	1384	1483.7	1160.4	107.78	1246.5	1015.1	1571.7	1229	1017.1	983.62	1029.1	1177.4	1206.3	1343	1077.4	1654	1282	1251.2	1024.6	1106.3	1191.2	1108.2	1395.1	1136.5	913.18	1476.8	1089	24.527	1386.4	1136.8	451.92	1585.2	1250.3	49.393	1400.2	1156	320.12	1247.7	1096.7	1460.1	1377.4	1185	714.25	1651.8	1241.4	103.03	1122.3	1144.7	1375.2	1263.5	1221.5	1135.7	1170.1	1232.3	1047.8	997.45	578.63	430.11	1294.6	834.76	1326.7	1311.6	884.66	1561.7	1310.2	861.15	992.87	1539.8	738.27	1143.6	1430.1	981.07	1666.1	1629	1056.3	1103.9	1611.9	896.46	1109.8	1507.5	891.03	906.22	897.22	623.69	448.19	1313.7	719.34	534.58	980.56	516.08	307.14	1135.5	626.66	489.86	1419.6	843.67	1441.9	1413.6	773.15	633.03	1008.7	538.57	215.9	1472.8	781.97	1376.6	1617.3	965.8	1181	1606.2	961.47	1050.1	1491.7	1086.3	1209.9	1243.8	896.12	1239.9
216	1.7917	1288.3	934.74	1419.9	1445.8	1066.7	1377.1	1494.9	1168.2	100.4	1266.6	1030.1	1564.9	1249.8	1031.7	976.58	1056.4	1193.8	1186.5	1362.4	1091.8	1647.5	1317.4	1270.4	1017.3	1138.8	1209.7	1092.5	1415.3	1151.4	908.6	1480.9	1091.9	24.697	1407.5	1152.1	447.08	1593	1254.1	34.966	1418.8	1169.3	314.35	1266.2	1114.1	1450.2	1399.5	1200.7	709.16	1665.6	1245	80.2	1142.7	1163.4	1359.5	1293.7	1243	1129	1204.5	1250.5	1035.9	1023.9	594.33	433.25	1313.7	848.93	1319.6	1331.4	899.6	1554.5	1330.7	875.24	985.57	1552.1	748.45	1133.3	1449.8	995.5	1659.2	1655.6	1059.7	1078.2	1631.3	902.23	1092.3	1528	906.47	899.43	923.45	640.16	451.07	1341.8	735.89	526.69	1006.5	527.88	313.33	1163.2	642.7	488.5	1439.5	857.84	1432.1	1439	789.02	624.97	1033.7	547.14	221.34	1491.3	795.55	1366.8	1640.2	973.69	1159.6	1629	964.86	1028.9	1512.3	1101.5	1203.4	1262.4	911.91	1232.7
217	1.8000	1307.7	950.86	1412.2	1466.3	1082.3	1369.9	1506.1	1172.5	97.344	1286.6	1045.2	1558	1269.7	1045.7	968.85	1084.6	1211.3	1165.7	1381.8	1105.8	1640.8	1353.2	1289.8	1009.8	1172.6	1228.1	1075.7	1435.1	1166	902.91	1484.2	1093.2	28.516	1429.8	1169.1	443.18	1596.8	1257	26.394	1438.3	1183.3	310.79	1285	1131.6	1439.6	1421.1	1215.6	702.54	1678.3	1247.7	51.769	1163.4	1181.6	1341.5	1324.4	1263.9	1121.4	1240.4	1269.4	1023.6	1051.3	610.62	435.46	1332.4	863.19	1312	1351.3	914.28	1547.1	1351	889.16	977.08	1565	758.89	1123.1	1469.7	1009.7	1651.8	1681.7	1061.4	1051.7	1650.3	907.75	1073.6	1548.5	921.58	892.05	950.69	656.54	452.77	1370.5	752.35	518.71	1034	540.44	318	1191.7	659.59	486.04	1459.6	871.85	1422	1464.9	805.31	616.48	1060.1	557.5	225.24	1509.8	809.47	1356.5	1663	981.67	1137.1	1651.3	967.15	1007	1533.1	1116.9	1196.4	1280.9	927.35	1224.8
218	1.8083	1326.8	966.73	1403.7	1485.1	1096.7	1362.3	1517.1	1173	100.31	1306.5	1060.8	1551.7	1288.3	1059.7	961.81	1114.4	1229	1143.8	1401.7	1119.8	1635	1389.5	1309.3	1002.6	1207.6	1246.2	1058.2	1454.5	1180.3	895.78	1487	1093.8	31.995	1453.5	1188.6	442.93	1599.3	1257.4	25.206	1458.8	1200	311.8	1303.5	1149.4	1428.2	1439.8	1231.4	696.6	1688.6	1234.6	49.648	1184.4	1200.4	1322	1356	1283.7	1113.6	1277.6	1288.5	1011.6	1079.7	627.51	436.73	1351.1	877.45	1303.5	1370.7	930.24	1539.8	1370.8	902.66	967.49	1578.2	769.92	1112.4	1489.9	1023.6	1644.8	1707.2	1061.9	1024.1	1668.1	911.91	1053.9	1569.2	936.77	884.07	979.46	673.26	453.36	1399.6	769.67	510.4	1063.1	554.19	321.31	1221.1	677.33	482.81	1480.4	885.94	1411.8	1490.8	822.03	607.91	1088.1	569.46	227.87	1528.3	823.3	1345.7	1685.4	989.31	1114.1	1672.2	967.92	984.98	1553.9	1131.7	1188.7	1300	941.86	1216.2
219	1.8167	1345.8	982.86	1394.8	1503.8	1111.3	1355.4	1524.7	1173.6	104.05	1326.8	1075.9	1546	1305.6	1073.2	956.12	1146.1	1247.2	1120.8	1421.8	1133.8	1630.4	1427.1	1328.9	996.86	1243.1	1265	1042.2	1473.1	1194.3	888.65	1488.6	1094.4	34.032	1478	1208	445.56	1600.4	1257.5	25.715	1480	1217.1	314.35	1321.5	1167.3	1416.4	1456.2	1247.5	693.37	1689.2	1239.3	48.46	1206.9	1220.5	1302.6	1388.6	1302.4	1105.7	1316.2	1307.4	1000	1109.8	644.57	435.63	1369	891.54	1294.8	1390.1	945.68	1533.7	1389.9	915.56	957.73	1591	781.21	1102.3	1509.9	1037.2	1639.7	1732.4	1060.8	996.09	1685.6	915.13	1035.5	1589.3	952.3	876.09	1009.5	689.55	453.11	1428.7	788.25	501.57	1093.9	569.72	322.41	1250.7	696.09	478.99	1501	899.35	1401.8	1516.6	839.6	599	1118	583.64	228.8	1546.5	837.48	1334	1706.5	995.93	1091.6	1690.7	967.15	964.18	1574.4	1146.5	1181.3	1319	956.12	1207.7
220	1.8250	1365.3	999.07	1387.7	1524.2	1126.7	1350.1	1526.9	1175.6	103.45	1347.2	1090.6	1540.9	1323.1	1084.8	951.37	1179.5	1266.2	1098.1	1441.7	1147.5	1626.6	1465.5	1348.2	992.19	1280.2	1284.5	1026.9	1490.5	1209.2	882.54	1489.1	1095.1	35.475	1500.3	1225.1	447.42	1600.4	1257.7	26.224	1497.7	1229.6	315.54	1339	1184.9	1404.6	1475.9	1261.8	692.61	1690.2	1240.3	47.526	1230.2	1240.5	1282.8	1422.6	1319.7	1098.4	1355.8	1327.1	988.88	1141.6	661.97	433.08	1386.5	906.73	1287.3	1410.1	960.2	1528.3	1408.8	927.44	948.06	1603.5	792.41	1092.3	1529.1	1050.2	1635.2	1756.7	1057.3	969.53	1703	918.61	1019.3	1609.1	967.66	868.79	1040.7	705.85	451.84	1458.4	807.86	493	1126.4	587.46	321.39	1281.2	715.1	473.99	1520.9	913.01	1392.3	1542.6	858.18	590.77	1150.1	600.7	227.45	1565	852.41	1323.3	1726.4	1002.2	1070.4	1709.5	964.95	944.92	1594.8	1161.2	1174.8	1337.9	970.97	1200.1
221	1.8333	1385	1015	1382.8	1544.9	1142.3	1345.2	1528.2	1177.5	101.84	1367.6	1105.6	1536.8	1341	1095.4	947.13	1215	1286.3	1076.6	1461.8	1161.3	1623.4	1505.5	1367.6	988.88	1319.4	1303.9	1012.2	1507.5	1225.2	878.89	1489.6	1095.1	36.578	1518.5	1237	446.66	1600.4	1257.6	26.733	1510	1238	314.27	1356.8	1202	1394.2	1498.1	1275.9	692.44	1691	1240.3	47.187	1254.2	1260.3	1262.7	1457.7	1335.4	1091.4	1395.9	1347.6	978.95	1174.7	680.47	429.09	1404.1	922.94	1282.3	1430.1	974.79	1523.6	1428.3	938.38	938.3	1615.8	803.87	1083.1	1548.3	1063.7	1631.7	1779.8	1052.1	945.17	1719.5	922.85	1003.5	1628.5	982.77	861.75	1073.1	722.23	449.12	1489.2	828.48	484.77	1160.7	606.55	318.08	1313.6	734.53	467.54	1540.9	927.44	1384.6	1569	877.62	583.38	1183.5	620.38	223.71	1583.6	867.43	1314.9	1744.7	1009.3	1049.6	1728.5	961.72	927.78	1614.8	1175.4	1168.9	1355.8	986.25	1194.3
222	1.8417	1404.6	1030.4	1379.4	1565.7	1157.4	1340.9	1530.3	1178.2	100.65	1388	1119.7	1532.7	1358.9	1106.3	944.07	1252.7	1306.9	1056.4	1482.2	1175.3	1620.4	1546	1386.9	986.59	1359.8	1323.3	999.07	1524.7	1240.1	878.81	1489.7	1094.7	37.172	1532	1244.2	443.18	1600.4	1257.5	26.733	1519.1	1244.1	311.47	1374.5	1217.3	1385.3	1517.9	1289.7	690.91	1691.2	1240.3	47.102	1280	1279.7	1243.4	1494.7	1350.2	1085.3	1436.9	1368	971.4	1209	699.57	423.24	1422.3	939.15	1280	1450.1	989.14	1519	1446.8	948.74	930.41	1628.4	816.34	1076.9	1568.3	1077.6	1628.4	1801.7	1047.9	923.02	1735.1	927.44	988.54	1647.5	997.62	855.72	1106.6	739.03	445.13	1520.7	850.8	477.04	1196.1	627.09	312.57	1347.4	754.65	460.32	1561.2	942.63	1379	1596.2	897.99	577.19	1217.9	642.79	217.94	1602.1	882.63	1308.3	1761.3	1017.1	1029.1	1746.6	957.23	913.01	1634.3	1189.3	1163.2	1373.1	1000.7	1190.7
223	1.8500	1424.2	1045.7	1377.5	1586	1172.1	1337.6	1532.2	1178.9	98.277	1408	1133.6	1529.3	1376.6	1118	942.46	1292.3	1327.2	1039.3	1502.7	1189.2	1617.9	1586.7	1405.7	985.32	1401.3	1342.4	988.03	1541.5	1252.8	880.59	1489	1094.4	37.681	1542.2	1249.9	438.77	1600.6	1257.4	27.158	1526.4	1248.9	307.82	1392.3	1231.7	1378.5	1534.8	1302.4	687.35	1691.2	1240	46.762	1307.6	1298	1227	1533.2	1364.3	1081.3	1479.6	1388.1	966.73	1244.1	719.51	415.43	1441	954.76	1279.4	1470.6	1003.3	1513.9	1464	960.2	926.76	1641.3	829.41	1073.5	1588.2	1090.8	1625.6	1821.1	1040.7	905.88	1749.5	932.19	976.91	1666.4	1012.2	851.73	1140.7	756.43	439.19	1552.9	874.56	470	1232.4	649.32	304.51	1382.2	775.78	452.52	1581.9	958.5	1376	1623.4	918.86	572.01	1253.4	667.91	210.22	1620.6	897.05	1304.2	1775.7	1025.8	1009.8	1763.4	951.88	901.47	1655	1203.9	1159.9	1390.7	1013.9	1189.9
224	1.8583	1442.5	1060.2	1377.2	1605.4	1186.6	1335	1533.8	1179.7	97.089	1428.2	1147.8	1527	1394.5	1130.9	941.44	1334	1348	1026.8	1523.1	1202.7	1616.2	1628	1423.4	986.76	1444.1	1361.8	980.82	1558.2	1264.2	881.78	1488.7	1094.1	38.445	1550.9	1256	434.86	1600.9	1257.4	27.412	1532.4	1252.8	304.17	1410.3	1246.1	1373.6	1548.5	1313	681.91	1691	1239.9	46.677	1335.3	1313.9	1214.4	1572.6	1377.5	1079.4	1523.1	1407.9	964.61	1280	740.47	406.26	1459.2	969.19	1280	1491.4	1017.6	1510.8	1481.5	973.6	925.48	1654.7	841.55	1072.4	1608.8	1104	1623.9	1839.5	1034.5	891.2	1762.7	936.6	968.94	1684.6	1026.8	849.44	1175.8	774.5	431.89	1585.4	899.09	463.89	1269.5	673.43	294.24	1417.5	797.84	444.11	1601.8	974.2	1374.8	1650.3	940.25	567.77	1290.2	695.66	200.54	1639.4	911.31	1302.7	1788.3	1034.6	992.45	1778.7	947.55	893.4	1674.6	1217.9	1157.4	1409.1	1027.2	1189.8
225	1.8667	1461	1073.7	1377.7	1624.2	1200.6	1334	1535.1	1180.2	98.022	1448.2	1162.8	1526.1	1413	1145.5	940.93	1376	1367.7	1018.8	1543.5	1216.1	1615.7	1669.6	1439.4	990.92	1487.5	1380.5	977.51	1576.2	1276.4	881.1	1488.7	1093.8	39.124	1558.8	1261.8	431.64	1601	1257.4	27.667	1537.8	1256.4	301.45	1429.1	1261	1370.7	1560.1	1322	676.31	1691	1239.9	46.677	1362.3	1327.7	1205.8	1612.7	1390.1	1079.7	1566.4	1426.5	965.12	1316	762.45	395.91	1476.9	981.84	1281.5	1511.4	1032.5	1509.1	1499.3	986.93	924.72	1667.9	852.75	1073.6	1629.4	1117.1	1622.7	1853.8	1027.4	883.14	1774.8	940.42	963.93	1702.4	1042	850.72	1211.2	793.09	422.9	1618.2	924.81	458.88	1307.6	698.63	282.02	1453	821.01	435.2	1620.5	988.8	1374.8	1677.8	962.06	564.71	1328.6	725.28	189.34	1658	925.48	1303.8	1800.6	1041.6	978.44	1791.8	945	888.48	1692.9	1231.4	1155.9	1427.4	1040.6	1189.3
226	1.8750	1479.6	1088.3	1378.1	1641.9	1214	1333.5	1535.5	1180.8	98.786	1468	1177.7	1527	1431.6	1160.3	941.35	1416.9	1385.1	1014.8	1563.6	1229.1	1617.1	1710.2	1455.2	998.13	1529.4	1396.6	977	1593	1289.8	877.79	1488.5	1093.9	40.482	1566	1267.5	429.94	1601	1257.3	27.412	1542.5	1259.9	300.09	1448.5	1276.6	1369.4	1571.4	1331.6	672.58	1690.8	1239.9	46.762	1389	1340.4	1200.6	1652.7	1402.1	1081.6	1608.2	1442.9	968.6	1352	785.11	384.54	1495.4	993.89	1283.5	1530.2	1046.8	1508.6	1515.7	999.07	925.82	1680.7	862.68	1077.1	1649.3	1129.8	1622.2	1866.1	1020.5	876.6	1786	943.31	961.3	1720.3	1055.1	850.89	1246.1	812.61	411.44	1650.9	950.86	455.57	1346.6	725.62	268.27	1488.1	844.61	426.38	1638.8	1002.6	1375.8	1705.7	984.3	563.78	1368.3	757.36	176.61	1675.5	938.72	1306.3	1815	1044.9	969.79	1801.4	944.75	885.51	1710.8	1244.3	1155.1	1445.3	1054	1190.2
227	1.8833	1497.7	1103.1	1379.4	1660	1227.3	1334.4	1535.5	1181.5	98.786	1487.2	1191.7	1529.9	1449.6	1174.8	943.22	1455.9	1400.5	1014.9	1584	1242.1	1619.4	1749.5	1471.5	1008.4	1569.5	1410.3	979.12	1609.9	1303.9	874.05	1488.2	1094.3	42.349	1573	1273.1	429.26	1601	1257.1	27.158	1547.1	1264.3	299.92	1468.6	1291.8	1370.7	1582.9	1341.2	670.46	1690.7	1239.8	46.847	1415.9	1353.8	1198.7	1691.2	1414.1	1086.1	1647.5	1457.6	975.05	1388.5	808.79	371.81	1515.6	1007.9	1285.2	1548.4	1060.6	1509.7	1532.2	1011.6	928.29	1693.2	870.91	1082.1	1668.9	1142.6	1622.4	1876	1014.3	871.85	1796.6	945.68	960.2	1738.7	1068.2	851.82	1281.2	833.49	397.61	1682.8	977.08	454.13	1386.4	755.58	252.14	1522.8	868.88	418.31	1656.2	1016.1	1378.1	1733.1	1006.6	564.46	1409.1	791.56	163.37	1692.2	951.54	1309.8	1832.1	1044	967.32	1806.9	946.87	882.97	1729	1256.6	1156.4	1463.8	1067.2	1192
228	1.8917	1515.6	1117.5	1381.7	1680.6	1241.2	1337.3	1535.7	1182.4	99.38	1506.2	1205.3	1533.6	1467	1188.6	945.94	1493	1415	1017.8	1604	1255.3	1622.4	1787	1485.4	1019	1607.7	1423.6	984.55	1632.7	1318.8	871.93	1488.1	1094.7	44.471	1579.5	1278	429.01	1600.6	1256.9	26.733	1551.2	1268.5	300.69	1489.1	1306.4	1373.8	1595.2	1350.7	669.78	1690.1	1239.6	46.677	1442.5	1370.4	1200.5	1727.5	1426.4	1092.9	1685.9	1471	981.41	1424.9	833.83	357.8	1531.4	1022.7	1287.3	1566.9	1074.3	1511.4	1549.7	1026.5	930.15	1705.3	877.36	1088.4	1688.8	1155.6	1623.9	1884.7	1009.9	869.9	1806.8	947.04	961.13	1757.3	1082.4	854.03	1316.4	855.64	381.31	1713.4	1003.1	454.38	1426.9	787.66	235.17	1557.3	893.91	410.93	1672.7	1029.7	1381.1	1760.6	1028.9	566.41	1451.2	827.97	149.54	1709	963.93	1314	1850.7	1039.7	969.53	1809.6	951.62	881.35	1747.5	1268.9	1158.4	1483	1081.5	1194
229	1.9000	1533.7	1131.6	1384.6	1700.6	1254.2	1341.1	1536.4	1183.1	101.67	1524.9	1219	1537.5	1484.7	1201.2	949.67	1527.5	1428.2	1022.5	1623.4	1268	1625.4	1822.7	1495.3	1029.1	1643.8	1436.1	992.28	1642.9	1332.6	868.03	1488.2	1095.1	48.035	1585	1282.8	429.52	1600.2	1256.1	26.309	1554.4	1271.2	302.3	1509.7	1321	1378.9	1607.8	1360.3	670.54	1689.6	1239.2	46.338	1470	1389.5	1205.9	1761.8	1438.3	1102.5	1723.8	1481.6	987.35	1461	860.56	342.27	1548.2	1036.9	1290.1	1585.5	1087.8	1513.5	1568.3	1041.7	932.36	1716.9	882.8	1096.1	1708.2	1168.6	1626.2	1893.7	1008.5	871.42	1816.1	948.14	963.84	1775.7	1097	857.17	1351.4	879.23	362.81	1743.2	1029.2	456.08	1468.3	820.08	218.53	1591.6	919.97	403.38	1690.2	1043.2	1384.7	1787.6	1050.9	569.97	1495.3	865.99	135.28	1725.6	975.3	1319.3	1868.5	1034.2	974.37	1812.5	958.41	882.71	1766.4	1281.2	1161.5	1502.3	1096.2	1196.3
230	1.9083	1551.6	1145.1	1388.4	1719.1	1265.6	1344.1	1537.5	1184.4	105.24	1543.6	1231.4	1541.8	1502.2	1213.4	954.25	1559.7	1441.7	1028.9	1642.6	1280.7	1629	1856.6	1502.5	1040.1	1677.3	1446.8	1001.7	1660.2	1345.8	872.7	1488.6	1096.1	53.806	1590.3	1288.3	431.98	1599.9	1255.8	26.224	1557.4	1273.4	304.51	1530.3	1335	1385.5	1621	1369.9	671.98	1689.2	1239	46.253	1497.7	1408.5	1212.8	1793.8	1449.3	1113.7	1759.7	1491.4	996.09	1497.2	889.33	325.55	1565.7	1051.3	1293.6	1604.2	1101.2	1517.5	1588	1055.3	934.82	1728.6	888.23	1104.7	1726.9	1180.8	1629.1	1903.2	1010.4	876.09	1825.5	950.18	969.02	1794.6	1112.3	860.39	1387.1	904.95	342.7	1773.1	1055.4	458.97	1510.3	854.28	200.88	1624.7	947.04	395.06	1708.6	1055.9	1388.6	1814.2	1073.2	574.81	1541	905.29	121.53	1741.8	986.17	1325.3	1883.8	1031.2	980.99	1818.1	965.71	887.46	1785.6	1293.6	1165.4	1520.4	1110.5	1199.7
231	1.9167	1570.3	1158.9	1392.2	1738.2	1276.8	1348	1538.3	1186.4	110.24	1562.6	1243.6	1546.6	1519.6	1225.7	958.75	1590	1457.4	1038	1661.8	1293.4	1633.1	1887.5	1510.7	1053.8	1708.1	1457.9	1012.2	1677	1358.5	878.81	1488.8	1097.6	61.02	1596.1	1294.2	435.71	1599.5	1256	26.139	1560.3	1276.6	308.75	1551.5	1348.9	1393.1	1634.1	1379.4	673.94	1689	1239	46.338	1525.1	1427	1220.9	1822.7	1459.2	1125.4	1792.1	1503.4	1008.6	1533.7	919.03	309.17	1584.2	1065.7	1298.6	1622.8	1113.6	1523.2	1608.6	1068.3	938.3	1740.3	894.08	1114.2	1745.1	1192.5	1632.9	1914.3	1015.2	883.48	1836.3	954.17	977	1811.5	1126.5	863.11	1423.2	932.78	321.06	1802.3	1081	462.78	1553.5	890.43	183.14	1656.7	975.22	386.74	1726.1	1067.6	1393.1	1841.2	1095.2	580.41	1588.1	945.68	108.97	1757.4	996.6	1332.3	1896.9	1032.9	989.05	1827.3	972.16	896.04	1805.6	1306	1170.1	1536.2	1126.7	1204.7
232	1.9250	1589.6	1173	1396.7	1759.5	1288.9	1354.2	1539.3	1189.7	116.27	1581.7	1256.1	1552.1	1538.2	1238	961.89	1618	1474.4	1048.6	1681.1	1305.9	1637.9	1916.2	1519.3	1069.2	1736.7	1471.4	1024	1693.6	1371.6	885.6	1489.5	1100.3	69.761	1602.6	1300.5	440.46	1598.7	1256	25.885	1563.4	1280.7	314.78	1573	1362.4	1401.6	1647.4	1389.5	676.91	1688.9	1239.6	46.508	1551.1	1444.1	1230.3	1849.4	1467.3	1137.4	1820.3	1516.1	1022.1	1570.7	949.42	293.3	1603.5	1081.3	1304.4	1641.9	1125.8	1529	1628.6	1081.6	942.8	1751.9	900.79	1124.7	1763.7	1204.4	1637.7	1927.4	1022	893.91	1848.3	960.03	987.52	1830.8	1143.2	869.39	1459.9	961.81	298.74	1830.6	1105.8	467.54	1598.1	928.29	166.26	1689.3	1003.2	378.85	1743	1079.2	1398.1	1867.8	1117.5	587.12	1636.4	987.1	97.513	1772.9	1007.1	1340.4	1908.1	1039.4	998.98	1840.7	977.93	907.32	1825.8	1317.9	1175.4	1537	1140.4	1219.1
233	1.9333	1608.4	1186.4	1401.8	1779.3	1300.3	1359.9	1540.7	1193.8	123.14	1600.6	1268.4	1557.2	1556.5	1250.7	962.49	1644.1	1492	1060.2	1700.1	1317.8	1642.7	1943.9	1526.9	1084.9	1763.1	1487.5	1036.6	1710.2	1385.3	891.71	1491	1103.8	79.946	1609.5	1307.4	446.32	1598.6	1255.8	25.97	1567.4	1286.3	321.48	1594.8	1375.5	1410.6	1660.6	1399.8	680.64	1688.8	1240.3	46.338	1575.3	1460	1240.3	1874.8	1473.4	1149.5	1846.9	1528.5	1036.4	1608.6	980.9	275.99	1623.9	1093.4	1306	1661.1	1137.7	1534.1	1648	1094.3	947.64	1763.7	908	1135.1	1782.8	1216.6	1643.1	1941.7	1030.2	906.3	1861.4	967.49	999.49	1848.6	1159.2	874.73	1497.5	992.7	275.48	1858.1	1130	472.8	1644.2	967.58	150.13	1721.5	1030.4	371.55	1760.4	1091	1404	1893.2	1139.8	595.52	1685.9	1029.9	86.99	1788.3	1017.9	1348.7	1918.9	1049.7	1010.7	1856.2	982.94	918.7	1846.2	1329.5	1181	1572.4	1155.6	1214.2
